【  央视频道  】,#genre#
CCTV5+hd,http://118.254.159.110:8888/udp/239.76.246.168:1234
CCTV5+hd,http://118.254.159.80:8888/udp/239.76.253.168:9000
CCTV5+hd,http://118.254.159.80:8888/udp/239.76.246.168:1234
CCTV5+hd,http://124.230.56.5:55555/udp/239.76.253.168:9000
CCTV5+hd,http://175.4.82.15:8888/udp/239.76.246.168:1234
CCTV5+hd,http://175.10.72.203:4022/udp/239.76.253.168:9000
CCTV5+hd,http://175.4.83.137:8888/udp/239.76.246.168:1234
CCTV5+hd,http://124.230.56.5:55555/udp/239.76.246.168:1234
CCTV5+hd,http://222.241.144.110:8888/udp/239.76.253.168:9000
CCTV5+hd,http://118.254.159.110:8888/udp/239.76.253.168:9000
CCTV5+hd,http://175.4.83.137:8888/udp/239.76.253.168:9000
CCTV5+hd,http://222.241.144.110:8888/udp/239.76.246.168:1234
CCTV5+hd,http://175.9.141.107:8888/udp/239.76.246.168:1234
CCTV5⁺,http://1.202.10.117:8888/udp/225.1.8.20:8004
CCTV5⁺,http://115.171.216.54:4000/udp/225.1.8.20:8004
CCTV5⁺,http://115.171.80.162:8888/udp/225.1.8.20:8004
CCTV5超清,http://14.216.233.242:8888/udp/239.77.0.177:5146
CCTV5超清,http://113.111.17.115:8888/udp/239.77.0.177:5146
CCTV5超清,http://113.65.252.5:3333/udp/239.77.0.177:5146
CCTV5超清,http://219.128.40.214:8888/udp/239.77.0.177:5146
CCTV5超清,http://116.30.249.206:8888/udp/239.77.0.177:5146
CCTV5超清,http://218.19.111.239:9999/udp/239.77.0.177:5146
CCTV5超清,http://183.4.54.164:8686/udp/239.77.0.177:5146
CCTV5超清,http://218.19.111.73:9999/udp/239.77.0.177:5146
CCTV5超清,http://116.5.239.220:8000/udp/239.77.0.177:5146
CCTV5超清,http://113.74.172.130:4000/udp/239.77.0.177:5146
CCTV5超清,http://113.71.149.149:5555/udp/239.77.0.177:5146
CCTV5超清,http://218.19.110.231:9999/udp/239.77.0.177:5146
CCTV5超清,http://113.110.228.62:4022/udp/239.77.0.177:5146
CCTV5超清,http://113.100.72.95:8899/udp/239.77.0.177:5146
